Column1.PARTYMST_DESC,Industry,Sub-Industry / Activity,Confidence,Source
AL HABAY TRADING CO.,Food & Beverage Trading,Foodstuff trading,Medium,Name-derived
AL HABBAI CONTRACTING LLC,Construction & Contracting,Building & civil contracting,Medium,Name-derived
AL HAMAD INDUSTRIES INTERNATIONAL F.Z.C.,Manufacturing,Industrial manufacturing,Low,Name-derived
AL HAMAD INDUSTRIES INTERNATIONAL F.Z.C.,Manufacturing,Industrial manufacturing,Low,Name-derived
AL HAMY METALS FACTORY LLC,Manufacturing - Metals,Metal products,High,Name-derived
AL HAYAT PHARMACEUTICALS,Pharmaceuticals,Pharmaceutical distribution,High,Name-derived
AL HAYAT PHARMACEUTICALS,Pharmaceuticals,Pharmaceutical distribution,High,Name-derived
AL HAYAT PHARMACEUTICALS LLC SP,Pharmaceuticals,Pharmaceutical distribution,High,Name-derived
AL HOSON AL MASI TECHNICAL WORKS LLC,Technical Services,Technical & maintenance services,Medium,Name-derived
AL HOSON GROUPS,Diversified Group,Diversified group,Medium,Name-derived
AL HOSON GROUPS,Diversified Group,Diversified group,Medium,Name-derived
AL HOSON GROUPS,Diversified Group,Diversified group,Medium,Name-derived
AL HUMAIDI & CO LLC,Trading & Distribution,Inferred from sibling entity 'Al Humaidi Trading Enterprises LLC',Low,Web-verified
AL HUMAIDI TRADING ENTERPRISES L. L. C.,Trading & Distribution,General trading & wholesale,Medium,Name-derived
AL JABALI FOODSTUFF TRADING CO LLC,Food & Beverage Trading,Foodstuff wholesale & distribution,Medium,Name-derived
AL JABALI GROUP,Diversified Group,Diversified group,Medium,Name-derived
AL JABALI GROUP,Diversified Group,Diversified group,Medium,Name-derived
AL JABALI GROUP,Diversified Group,Diversified group,Medium,Name-derived
AL JABALI GROUP,Diversified Group,Diversified group,Medium,Name-derived
AL JABALI GROUP,Diversified Group,Diversified group,Medium,Name-derived
AL JABALI GROUP,Diversified Group,Diversified group,Medium,Name-derived
AL JABALI GROUP,Diversified Group,Diversified group,Medium,Name-derived
AL JABALI GROUP,Diversified Group,Diversified group,Medium,Name-derived
AL JABALI TRADING L. L. C. (OMAN),Trading & Distribution,General trading & wholesale,Medium,Name-derived
AL JABALI TRADING L. L. C. (OMAN),Trading & Distribution,General trading & wholesale,Medium,Name-derived
AL JAWDHA FOODS LLC,Food & Beverage Trading,Foodstuff supply,Medium,Name-derived
AL JAWDHA FOODS LLC,Food & Beverage Trading,Foodstuff supply,Medium,Name-derived
AL JAWDHA FOODS LLC,Food & Beverage Trading,Foodstuff supply,Medium,Name-derived
AL JOTHAN PERFUMES,Cosmetics & Personal Care,Perfume trading & retail,High,Name-derived
AL JOTHAN PERFUMES,Cosmetics & Personal Care,Perfume trading & retail,High,Name-derived
AL JOTHAN PERFUMES,Cosmetics & Personal Care,Perfume trading & retail,High,Name-derived
AL JOTHAN PERFUMES,Cosmetics & Personal Care,Perfume trading & retail,High,Name-derived
AL JOTHAN PERFUMES,Cosmetics & Personal Care,Perfume trading & retail,High,Name-derived
AL JOTHAN PERFUMES,Cosmetics & Personal Care,Perfume trading & retail,High,Name-derived
AL KARAMA MEAT TRADING LLC,Fresh Produce & Grocery,Meat wholesale,High,Name-derived
AL KARAMA MEAT TRADING LLC,Fresh Produce & Grocery,Meat wholesale,High,Name-derived
AL KENZ PHARMACEUTICAL PRODUCTS LLC,Pharmaceuticals,Pharmaceutical products,High,Name-derived
AL KHAIR AUTO SPARE PARTS CO. LLC,Automotive Parts Trading,Vehicle spare parts & accessories,Medium,Name-derived
AL KHAIR AUTO SPARE PARTS CO. LLC,Automotive Parts Trading,Vehicle spare parts & accessories,Medium,Name-derived
AL KHAIR AUTO SPARE PARTS CO. LLC,Automotive Parts Trading,Vehicle spare parts & accessories,Medium,Name-derived
AL KHASHAB BUILDING MATERIALS COMPANY SOLE PROPRIETORSHIP LLC,Building Materials Trading,Building materials & sanitaryware,Medium,Name-derived
AL KHASHAB BUILDING MATERIALS COMPANY SOLE PROPRIETORSHIP LLC,Building Materials Trading,Building materials & sanitaryware,Medium,Name-derived
AL KHAT AL FIZI TRADING LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
AL KHATTAL & MOHIDEEN TRADING LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
AL KILANI TRADING CO.,Trading & Distribution,General trading,Low,Name-derived
AL KILANI TRADING EST.,Trading & Distribution,General trading,Low,Name-derived
AL KILANI TRADING EST.,Trading & Distribution,General trading,Low,Name-derived
AL KILANI TRADING EST.,Trading & Distribution,General trading,Low,Name-derived
AL KILANI TRADING EST.,Trading & Distribution,General trading,Low,Name-derived
AL KILANI TRADING EST.,Trading & Distribution,General trading,Low,Name-derived
AL LOKRIT INTERNATIONAL LLC,Florist & Gifts,"Cut flowers, plants, floral accessories & planters wholesale",High,Web-verified
AL LOKRIT INTERNATIONAL LLC,Florist & Gifts,"Cut flowers, plants, floral accessories & planters wholesale",High,Web-verified
AL LOKRIT INTERNATIONAL LLC,Florist & Gifts,"Cut flowers, plants, floral accessories & planters wholesale",High,Web-verified
AL LOKRIT INTERNATIONAL LLC,Florist & Gifts,"Cut flowers, plants, floral accessories & planters wholesale",High,Web-verified
AL MADINA DEV. & SUPPLY LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
AL MADINA DEV. & SUPPLY LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
AL MADINA DEV. & SUPPLY LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
AL MADINA DEV. & SUPPLY LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
AL MADINA DEV. & SUPPLY LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
AL MAGD CENTER PHARMACY L.L.C- SOLE PROPRIETORSHIP L.L.C,Pharmacy Retail,Community pharmacy,High,Name-derived
AL MAHARA TRADING FZCO,Trading & Distribution,General trading & wholesale,Medium,Name-derived
AL MAHARA TRADING FZCO,Trading & Distribution,General trading & wholesale,Medium,Name-derived
AL MAKAMIN COMMERCIAL PROJECTS LLC,Oil & Gas Services,Oilfield support & projects,Medium,Name-derived
AL MANZA TRADING,Trading & Distribution,General trading,Low,Name-derived
AL MASOOD BERGUM,Industrial Equipment,Industrial products & equipment,Low,Name-derived
AL MESHARI HEAVY EQUIPMENT TRADING,Heavy Equipment,Heavy equipment trading,High,Name-derived
AL MESHARI HEAVY EQUIPMENT TRADING,Heavy Equipment,Heavy equipment trading,High,Name-derived
AL MESHARI HEAVY EQUIPMENT TRADING,Heavy Equipment,Heavy equipment trading,High,Name-derived
AL MOKHTAR TOBACCO MANUFACTURING & TRADING FZ LLC,Manufacturing - Tobacco,Tobacco manufacturing & trading,High,Name-derived
AL MOKHTAR TOBACCO MANUFACTURING & TRADING FZ LLC,Manufacturing - Tobacco,Tobacco manufacturing & trading,High,Name-derived
AL MOKHTAR TOBACCO MANUFACTURING & TRADING FZ LLC,Manufacturing - Tobacco,Tobacco manufacturing & trading,High,Name-derived
AL MOKHTAR TOBACCO MANUFACTURING & TRADING FZ LLC,Manufacturing - Tobacco,Tobacco manufacturing & trading,High,Name-derived
AL MOSTAJED TECHNOLOGIES CO. L.L.C,Technology,Technology products & solutions,Medium,Name-derived
AL MOSTAJED TECHNOLOGIES CO. L.L.C,Technology,Technology products & solutions,Medium,Name-derived
AL MOSTAJED TECHNOLOGIES CO. L.L.C,Technology,Technology products & solutions,Medium,Name-derived
AL MOSTAJED TECHNOLOGIES CO. L.L.C,Technology,Technology products & solutions,Medium,Name-derived
AL MOSTAQBAL MEDICAL STORE L.L.C,Medical Supplies,Medical supplies,High,Name-derived
AL MUBDEE SCAFFOLDING LLC,Construction Services,Scaffolding,High,Name-derived
AL MUQUARRAM AUTO SPARE PARTS TRADING L.L.C,Automotive Parts Trading,Vehicle spare parts & accessories,Medium,Name-derived
AL MUQUARRAM AUTO SPARE PARTS TRADING L.L.C,Automotive Parts Trading,Vehicle spare parts & accessories,Medium,Name-derived
AL MUQUARRAM AUTO SPARE PARTS TRADING L.L.C,Automotive Parts Trading,Vehicle spare parts & accessories,Medium,Name-derived
AL MURSHIDI TRADING L.L.C.,Trading & Distribution,General trading & wholesale,Medium,Name-derived
AL NAHDA INTERNATIONAL FZCO,Chemicals Distribution,"Drilling-mud, detergent & personal care chemicals distribution",High,Web-verified
AL NAHDA INTERNATIONAL FZCO,Chemicals Distribution,"Drilling-mud, detergent & personal care chemicals distribution",High,Web-verified
AL NAHDA INTERNATIONAL FZCO,Chemicals Distribution,"Drilling-mud, detergent & personal care chemicals distribution",High,Web-verified
AL NASAMAT GENERAL TRADING CO LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
AL NASAMAT GENERAL TRADING CO LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
AL NASAMAT GENERAL TRADING CO LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
AL NASEEM INTERNATIONAL TRAD & CONT CO. LLC,Construction & Contracting,Building & civil contracting,Medium,Name-derived
AL NASR CONSTRUCTION DYNAMICS,Construction & Contracting,Contracting,High,Name-derived
AL NOUF AUTO TYRES & ACCESSORIES,Automotive Parts Trading,Tyres & accessories,High,Name-derived
AL OTBI GENERAL CONTRACTING & MAINTENANCE EST,Construction & Contracting,Building & civil contracting,Medium,Name-derived
AL QOTUF AL MOBRAKA DATES FACTORY LLC,Manufacturing - Food,Dates processing & packing,High,Name-derived
AL QOTUF AL MOBRAKA DATES FACTORY LLC,Manufacturing - Food,Dates processing & packing,High,Name-derived
AL QOTUF AL MOBRAKA DATES FACTORY LLC,Manufacturing - Food,Dates processing & packing,High,Name-derived
AL QOTUF AL MOBRAKA DATES FACTORY LLC,Manufacturing - Food,Dates processing & packing,High,Name-derived
AL RAFAH FOODSTUFF TRADING LLC,Food & Beverage Trading,Foodstuff wholesale & distribution,Medium,Name-derived
AL RAHMAH AUTO SPARE PARTS L. L. C,Automotive Parts Trading,Vehicle spare parts & accessories,Medium,Name-derived
AL RAHMAH AUTO SPARE PARTS L. L. C,Automotive Parts Trading,Vehicle spare parts & accessories,Medium,Name-derived
AL RAHMAH AUTO SPARE PARTS L. L. C,Automotive Parts Trading,Vehicle spare parts & accessories,Medium,Name-derived
AL RAS BUILDING MATERIAL SANITARYWARE & ELECTRICAL CO LLC,Building Materials Trading,Building materials & sanitaryware,Medium,Name-derived
AL RAS STEEL TRADING FZCO,Steel & Metals Trading,Steel trading,High,Name-derived
AL RAWABIT INTERNATIONAL L.L.C,HR & Recruitment,Inferred from sibling entity 'Al Rawabit International Recruitment LLC',Medium,Web-verified
AL RAWABIT INTERNATIONAL L.L.C,HR & Recruitment,Inferred from sibling entity 'Al Rawabit International Recruitment LLC',Medium,Web-verified
AL RAWABIT INTERNATIONAL L.L.C,HR & Recruitment,Inferred from sibling entity 'Al Rawabit International Recruitment LLC',Medium,Web-verified
AL RAWABIT INTERNATIONAL L.L.C,HR & Recruitment,Inferred from sibling entity 'Al Rawabit International Recruitment LLC',Medium,Web-verified
AL RAWABIT INTERNATIONAL RECRUITMENT L.L.C.,HR & Recruitment,Recruitment services,High,Name-derived
AL RAWDAH GREEN SWEET WATER,Manufacturing - Food & Beverage,Drinking water supply,High,Name-derived
AL RAYAN CONTRACTING LLC,Construction & Contracting,Building & civil contracting,Medium,Name-derived
AL REEM HOSPICO CO LLC,Medical Supplies,Hospital supplies,Medium,Name-derived
AL REEM HOSPICO CO LLC,Medical Supplies,Hospital supplies,Medium,Name-derived
AL RIQABAT TRADING ESTABLISHMENT,Trading & Distribution,General trading,Low,Name-derived
AL ROSTAMANI GROUP,Diversified Group,"Automotive, construction, retail & finance",High,Name-derived
AL ROWAD TRADING CO. LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
AL ROWAD TRADING CO. LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
AL RUMOOZ TRADING LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
AL RUMOOZ TRADING LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
AL RUMOOZ TRADING LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
AL SADAQA FOODSTUFF TRADING CO L.L.C,Food & Beverage Trading,Foodstuff wholesale & distribution,Medium,Name-derived
AL SALAAM LIMOUSINE L.L.C,Passenger Transport,Limousine & chauffeur services,High,Name-derived
AL SALAAM LIMOUSINE L.L.C,Passenger Transport,Limousine & chauffeur services,High,Name-derived
AL SALAAM LIMOUSINE L.L.C,Passenger Transport,Limousine & chauffeur services,High,Name-derived
AL SALAAM LIMOUSINE L.L.C,Passenger Transport,Limousine & chauffeur services,High,Name-derived
AL SAMRA ELECTRICAL & BUILDING MATERIALS LLC,Building Materials Trading,Building materials & sanitaryware,Medium,Name-derived
AL SAMRA ELECTRICAL & BUILDING MATERIALS LLC,Building Materials Trading,Building materials & sanitaryware,Medium,Name-derived
AL SAMRA ELECTRICAL & BUILDING MATERIALS LLC,Building Materials Trading,Building materials & sanitaryware,Medium,Name-derived
AL SAMRA ELECTRICAL & BUILDING MATERIALS LLC,Building Materials Trading,Building materials & sanitaryware,Medium,Name-derived
AL SAMRA ELECTRICALS & SANITARY EQUPT. TRD.CO.LLC,Electrical Trading,Electrical products & services,Medium,Name-derived
AL SAMRA ELECTRICALS & SANITARY EQUPT. TRD.CO.LLC,Electrical Trading,Electrical products & services,Medium,Name-derived
AL SAMRA ELECTRONIC & LIGHTS LLC,Electrical Trading,Electrical products & services,Medium,Name-derived
AL SAMRA ELECTRONIC & LIGHTS LLC,Electrical Trading,Electrical products & services,Medium,Name-derived
AL SAMRA TRADING LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
AL SHAALI MOTO TRADING LLC,Automotive Retail,Motorcycle & marine trading,High,Name-derived
AL SHAALI MOTO TRADING LLC,Automotive Retail,Motorcycle & marine trading,High,Name-derived
AL SHAFAQ AUTO SPARE PARTS TRADING LLC,Automotive Parts Trading,Vehicle spare parts & accessories,Medium,Name-derived
AL SHAFAQ AUTO SPARE PARTS TRADING LLC,Automotive Parts Trading,Vehicle spare parts & accessories,Medium,Name-derived
AL SHAFAQ AUTO SPARE PARTS TRADING LLC,Automotive Parts Trading,Vehicle spare parts & accessories,Medium,Name-derived
AL SHAMSI FOODSTUFF EST.,Food & Beverage Trading,Foodstuff wholesale & distribution,Medium,Name-derived
AL SHAMSI FOODSTUFF EST.,Food & Beverage Trading,Foodstuff wholesale & distribution,Medium,Name-derived
AL SHARQ PLAS LLC,Manufacturing - Plastics,Plastic products,High,Name-derived
AL SHARQ PLAS LLC,Manufacturing - Plastics,Plastic products,High,Name-derived
AL SHARQ PLAS LLC,Manufacturing - Plastics,Plastic products,High,Name-derived
AL SHARQ PLAS LLC,Manufacturing - Plastics,Plastic products,High,Name-derived
AL SOROOR GENERAL TRADING LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
AL SUHAIL SHIP MAINTENANCE SERVICES,Marine Services,Ship maintenance,High,Name-derived
AL SULAIHI BUILDING MATERIAL TRADING CO. LLC,Building Materials Trading,Building materials & sanitaryware,Medium,Name-derived
AL SULAIHI BUILDING MATERIAL TRADING CO. LLC,Building Materials Trading,Building materials & sanitaryware,Medium,Name-derived
AL SULAIHI BUILDING MATERIAL TRADING CO. LLC,Building Materials Trading,Building materials & sanitaryware,Medium,Name-derived
AL SWAYEH GROUP OF COMPANIES,Diversified Group,Diversified group,Medium,Name-derived
AL TAMAM FOODSTUFF TRADING LLC,Food & Beverage Trading,Foodstuff wholesale & distribution,Medium,Name-derived
AL TAMAM FOODSTUFF TRADING LLC,Food & Beverage Trading,Foodstuff wholesale & distribution,Medium,Name-derived
AL TAMAM FOODSTUFF TRADING LLC,Food & Beverage Trading,Foodstuff wholesale & distribution,Medium,Name-derived
AL TAMAM FOODSTUFF TRADING LLC,Food & Beverage Trading,Foodstuff wholesale & distribution,Medium,Name-derived
AL TAMEEM CARS & BUSES RENTAL LLC,Passenger Transport,Vehicle & bus rental,High,Name-derived
AL TANNAN GENERAL TRADING L.L.C.,Trading & Distribution,General trading & wholesale,Medium,Name-derived
AL TANNAN GENERAL TRADING L.L.C.,Trading & Distribution,General trading & wholesale,Medium,Name-derived
AL TANNAN GENERAL TRADING L.L.C.,Trading & Distribution,General trading & wholesale,Medium,Name-derived
AL TANNAN GENERAL TRADING L.L.C.,Trading & Distribution,General trading & wholesale,Medium,Name-derived
AL TARAF TRADING LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
AL TARAF TRADING LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
AL TARAF TRADING LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
AL TARAF TRADING LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
AL TILAL TRANSPORT LLC,Freight Transport,Road transport,High,Name-derived
AL TILAL TRANSPORT LLC,Freight Transport,Road transport,High,Name-derived
AL TOMOH AL MUTAMAYIZ MEDICAL CENTER LLC,Healthcare,Medical centre,High,Name-derived
AL TOOR TRADING LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
AL WAHA MECHANICAL INDUSTRIES LLC,Manufacturing - Machinery,Mechanical products,Medium,Name-derived
AL YANBOU FOOD INDUSTRIES CO LLC,Manufacturing - Food,Food production,High,Name-derived
AL YANBOU FOOD INDUSTRIES CO LLC,Manufacturing - Food,Food production,High,Name-derived
AL YAQOOT AL AHMER HARDWARE L.L.C,Industrial Distribution,Industrial products distribution,Medium,Name-derived
ALAHLIYA ALAIN PHARMACY,Pharmacy Retail,Community pharmacy,High,Name-derived
ALAM SUPER MARKET LLC,Retail,Supermarket,High,Name-derived
ALAM SUPER MARKET LLC,Retail,Supermarket,High,Name-derived
ALAM SUPER MARKET LLC,Retail,Supermarket,High,Name-derived
ALAM SUPER MARKET LLC,Retail,Supermarket,High,Name-derived
ALBWARDY ENGINEERING ENTERPRISES EST.,Engineering Services,Engineering & contracting,High,Name-derived
ALBWARDY ENGINEERING ENTERPRISES EST.,Engineering Services,Engineering & contracting,High,Name-derived
ALBWARDY ENGINEERING ENTERPRISES EST.,Engineering Services,Engineering & contracting,High,Name-derived
ALBWARDY ENGINEERING ENTERPRISES EST.,Engineering Services,Engineering & contracting,High,Name-derived
ALBWARDY ENGINEERING ENTERPRISES EST.,Engineering Services,Engineering & contracting,High,Name-derived
ALBWARDY ENGINEERING ENTERPRISES EST.,Engineering Services,Engineering & contracting,High,Name-derived
ALBWARDY ENGINEERING ENTERPRISES L.L.C,Engineering Services,Engineering & contracting,High,Name-derived
ALBWARDY ENGINEERING ENTERPRISES LLC,Engineering Services,Engineering & contracting,High,Name-derived
ALCON CONCRETE PRODUCTS L.L.C,Manufacturing - Building Products,Precast concrete products,High,Name-derived
ALCON CONCRETE PRODUCTS L.L.C,Manufacturing - Building Products,Precast concrete products,High,Name-derived
